Movie Title,url,imdb_id,Release,Genres,Cast,Crew,Ratings,Votes,Plot,Popularity,Age of Content
Ragini MMS 2,https://www.imdb.com/title/tt2609218,2609218,21 Mar 2014 (Australia),['Horror'],"['Sunny Leone', 'Saahil Prem', 'Parvin Dabas']","['Bhushan Patel', 'Sameer Qasim Isa', 'Tanveer Bookwala', 'Meet Brothers Anjjan', 'Aadore Mukherjee']",3.8,2816.0,A sleazy film director's decision to shoot his latest erotic horror movie in a notorious haunted house angers the vengeful spirit of its past inhabitant.::Dpak,1.9402285714285714,7 years
Apne,https://www.imdb.com/title/tt0814014,814014,29 Jun 2007 (Denmark),"['Drama', 'Sport']","['Dharmendra', 'Sunny Deol', 'Bobby Deol']","['Anil Sharma', 'Sangeetha Ahir', 'Neeraj Pathak', 'Himesh Reshammiya', 'Kabir Lal', 'Ashfaq Makrani']",6.0,2974.0,"A disgraced ex-boxer attempts to make his two sons champion boxers in order to clear his name. One son agrees with this goal, but the other does not, causing family conflicts.::Q. Leo Rahman",3.0424857142857142,14 years
Being Cyrus,https://www.imdb.com/title/tt0412308,412308,24 Mar 2006 (UK),"['Drama', 'Thriller']","['Naseeruddin Shah', 'Dimple Kapadia', 'Saif Ali Khan']","['Homi Adajania', 'Harish Amin', 'Salim Merchant', 'Jehangir Choudhary', 'Jon Harris', 'Ambika Hinduja']",7.2,2760.0,"""Being Cyrus"" is a dark, comedic venture by the debutante director Homi Adajania that spins around the Sethnas - a Parsi family.::Ashok",3.6394285714285717,15 years
Main Aurr Mrs Khanna,https://www.imdb.com/title/tt1174041,1174041,16 Oct 2009 (Ireland),"['Comedy', 'Drama', 'Romance']","['Salman Khan', 'Kareena Kapoor', 'Sohail Khan']","['Prem Soni', 'Sohail Khan', 'Arun Bhairav', 'Sajid Ali', 'Sudeep Chatterjee', 'Chirag Jain']",3.6,3016.0,An unhappily married couple find love in strange situations.::sukhmanjitcheema,1.8430857142857144,12 years
Raaz (2002),https://www.imdb.com/title/tt0307873,307873,01 Feb 2002 (India),"['Drama', 'Horror', 'Musical', 'Mystery', 'Romance', 'Thriller']","['Dino Morea', 'Bipasha Basu', 'Malini Sharma']","['Vikram Bhatt', 'Mahesh Bhatt', 'Raju Rao', 'Pravin Bhatt', 'Amit Saxena']",6.5,3222.0,"Sanjana and Aditya decide to give their marriage one last chance. They plan a holiday in Ooty, but they don't know that a strange figure is waiting for them to come.::alex.mjacko@gmail.com",3.2960285714285713,19 years
Mickey Virus,https://www.imdb.com/title/tt2796318,2796318,24 Oct 2013 (Kuwait),"['Comedy', 'Thriller']","['Manish Paul', 'Dean Alexandrou', 'Elli Avrram']","['Saurabh Varma', 'Shahnaab Alam', 'Kuldeep Ruhil', 'Faizan', 'Anshuman Mahaley', 'Archit D Rastogi', 'Abhishek Banerjee']",6.0,2702.0,When Delhi Police comes across an unusual case revolving around hacking they seek help of an expert who thinks like them only to come across a lazy hacker Mickey Arora.::Anonymous,3.0386,8 years
Chaahat (1996),https://www.imdb.com/title/tt0172234,172234,06 Jun 1996 (India),"['Drama', 'Romance']","['Naseeruddin Shah', 'Shah Rukh Khan', 'Pooja Bhatt']","['Mahesh Bhatt', 'Robin Bhatt', 'Amar Haldipur', 'Ashok Behl', 'Bharat Singh']",5.5,2741.0,"Roop and his father come to the city for medical treatment where Reshma falls in love with Roop. However, Roop loves Pooja but when Reshma threatens to kill herself, Roop agrees to marry her.",2.789157142857143,25 years
Sulemani Keeda,https://www.imdb.com/title/tt2679480,2679480,05 Dec 2014 (India),"['Comedy', 'Romance']","['Naveen Kasturia', 'Mayank Tewari', 'Aditi Vasudev']","['Amit Masurkar', 'Deepak Arora', 'Arfaaz Kagalwala', 'Surjodeep Ghosh', 'Khushboo Agarwal']",7.1,2536.0,"This is a Bromantic Comedy about two struggling writers who peddle their mediocre screenplay, ""Sulemani Keeda"" in Bollywood. Perenially hungry and horny, they lie, drink, hit on unsuspecting girls in bookshops and attend poetry readings where they read their vulgar verses. Things look bright when they meet a wannabe auteur, Gonzo Kapoor who wants to make a film inspired by Tarkovski. Gonzo gives them three days to come up with a great idea. When one of them falls in love with a bohemian photographer who is leaving India in three days, he is faced with a choice- whether to co-write a film he doesn't believe in or woo the girl he has fallen in love with.::Anonymous",3.5862285714285713,7 years
What's Your Raashee?,https://www.imdb.com/title/tt1242530,1242530,25 Sep 2009 (Ireland),"['Comedy', 'Drama', 'Romance']","['Harman Baweja', 'Priyanka Chopra Jonas', 'Anjan Srivastav']","['Ashutosh Gowariker', ""Lawrence D'Souza"", 'Tapan Bhatt', 'Sohail Sen', 'Piyush Shah', 'Ballu Saluja']",4.6,2680.0,"A young man has only ten days to locate his soulmate as dictated by the stars, otherwise he could lose a fortune. He thus embarks on a journey through love, looking through twelve girls to find the one who fits his horoscope.::Q. Leo Rahman",2.338285714285714,12 years
Khamoshi: The Musical,https://www.imdb.com/title/tt0116763,116763,09 Aug 1996 (India),"['Drama', 'Musical', 'Romance']","['Manisha Koirala', 'Nana Patekar', 'Salman Khan']","['Sanjay Leela Bhansali', 'Sibte Hassan Rizvi', 'Babloo Chakravorty', 'Anil Mehta', 'Kenneth Phillips']",7.5,3986.0,The daughter of deaf-mute parents seeks their understanding when she discovers a love for music.,3.806942857142857,25 years
Bade Miyan Chote Miyan,https://www.imdb.com/title/tt0118673,118673,16 Oct 1998 (India),"['Action', 'Comedy', 'Musical']","['Amitabh Bachchan', 'Govinda', 'Raveena Tandon']","['David Dhawan', 'Vashu Bhagnani', 'Rumi Jaffery', 'Viju Shah', 'K.S. Prakash Rao', 'A. Muthu']",5.8,2853.0,"Arjun and Pyare Mohan are honest policemen who work together. Trouble follows when thieves Bade Miyan and Chote Miyan, look-alikes of Arjun and Pyare, commit crimes and the hapless duo are blamed for it.",2.9407571428571426,23 years
Phobia (2016),https://www.imdb.com/title/tt5743656,5743656,27 May 2016 (India),"['Drama', 'Mystery', 'Thriller']","['Radhika Apte', 'Amrita Bagchi', 'Nivedita Bhattacharya']","['Pawan Kripalani', 'Lakshay Kumar', 'Daniel B. George', 'Jayakrishna Gummadi', 'Pooja Ladha Surti', 'Vinod Rawat']",6.9,2876.0,"An agoraphobic young woman, traumatized by past events, finds herself trapped and terrorized in her own home.::Anonymous",3.4910857142857146,5 years
Haasil,https://www.imdb.com/title/tt0362696,362696,16 May 2003 (India),"['Crime', 'Drama', 'Romance']","['Jimmy Sheirgill', 'Hrishitaa Bhatt', 'Irrfan Khan']","['Tigmanshu Dhulia', 'Jatin Pandit', 'Rafey Mehmood', 'Aseem Sinha']",7.6,2865.0,"Aniruddh, a law-abiding college student, in love with Niharika, gets caught up in college politics and crime and must fight it out for himself when his friend becomes his foe.::Amodini",3.840928571428571,18 years
Hum ,https://www.imdb.com/title/tt12176920,12176920,03 Aug 2021 (USA),['Thriller'],"['Sonaz Izadi', 'Sierra Miller', 'Andrew Oliveri']","['Henry Johnston', 'Caleb Haydock', 'Joshua Harris', 'Allen Chodakowski']",5.1,62.0,"When a mysterious and impenetrable Chest opens for the first time, a young man becomes inexplicably trapped in the woods along with his spiteful mentor and a strange woman with ties to a local cult.",2.550885714285714,0 years
Munna Michael,https://www.imdb.com/title/tt6117702,6117702,21 Jul 2017 (Australia),"['Action', 'Drama', 'Music', 'Romance']","['Tiger Shroff', 'Nidhhi Agerwal', 'Nawazuddin Siddiqui']","['Sabir Khan', 'Siraj Kasmani', 'Vimi Datta', 'Tanishk Bagchi', 'Hari K. Vedantam', 'Manan Sagar']",3.3,3161.0,"A young man, tries to follow the footsteps of his idol, The King of Pop, Michael Jackson.",1.6951571428571428,4 years
Sharaabi,https://www.imdb.com/title/tt0088099,88099,18 May 1984 (India),"['Comedy', 'Drama', 'Romance']","['Amitabh Bachchan', 'Bharat Bhushan', 'Chandrashekhar']","['Prakash Mehra', 'Satyendra Pal', 'Kader Khan', 'Bappi Lahiri', 'N. Satyen', 'Jayant Adhikari']",7.4,2778.0,A workaholic businessman neglects his only son after his wife's death. The son grows up to be a rebellious alcoholic.::Soumitra,3.7396857142857143,37 years
Photograph ,https://www.imdb.com/title/tt7778680,7778680,14 Mar 2019 (Kuwait),"['Drama', 'Romance']","['Nawazuddin Siddiqui', 'Sanya Malhotra', 'Sachin Khedekar']","['Ritesh Batra', 'Peter Raeburn', 'Tim Gillis', 'John F. Lyons']",6.9,4711.0,"A struggling street photographer in Mumbai, pressured to marry by his grandmother, convinces a shy stranger to pose as his fiancée. The pair develop a connection that transforms them in ways they could not expect.",3.5173,2 years
Tumko Na Bhool Paayenge,https://www.imdb.com/title/tt0310254,310254,22 Feb 2002 (India),"['Action', 'Romance', 'Thriller']","['Salman Khan', 'Sushmita Sen', 'Dia Mirza']","['Pankaj Parashar', 'Gordhan Tanwani', 'Rumi Jaffery', 'Wajid Ali', 'Thomas A. Xavier', 'Srinivas Patro']",5.6,2878.0,An amnesiac Hindu man remembers his past as a Muslim sharpshooter and an assassin.::Soumitra,2.8411142857142857,19 years
Abhimaan (1973),https://www.imdb.com/title/tt0069671,69671,27 Jul 1973 (India),"['Drama', 'Musical']","['Amitabh Bachchan', 'Jaya Bachchan', 'Asrani']","['Hrishikesh Mukherjee', 'Susheela Kamat', 'Nabendu Ghosh', 'Sachin Dev Burman', 'Jaywant Pathare', 'Das Dhaimade']",7.9,2716.0,"A popular singer convinces his new wife to enter show-business, but his pride is wounded when she outshines him.::L. Hamre",3.9888000000000003,48 years
Lamhe,https://www.imdb.com/title/tt0102258,102258,21 Nov 1991 (India),"['Drama', 'Musical', 'Romance']","['Anil Kapoor', 'Sridevi', 'Anupam Kher']","['Yash Chopra', 'Honey Irani', 'Hariprasad Chaurasia', 'Manmohan Singh', 'Keshav Naidu']",7.4,2713.0,"When the young Viren comes to India for the first time, he is captivated by Pallavi. When he learns she is already spoken for, he returns to London a broken man. When he gets the news of Pallavi and her husband dying and leaving their daughter Pooja (Sridevi) behind, Viren ensures that she is taken care of. Now some 20 years on, Viren comes back to India and sees Pooja for the first time - a spitting image of her mother. Viren feels that destiny is playing a cruel game with him when Pooja confesses she is in Love with him.::Official Source",3.738757142857143,30 years
Rascals (2011),https://www.imdb.com/title/tt1830786,1830786,06 Oct 2011 (UK),"['Action', 'Comedy', 'Crime', 'Drama']","['Ajay Devgn', 'Sanjay Dutt', 'Kangana Ranaut']","['David Dhawan', 'Sanjay Ahluwalia', 'Sanjay Chhel', 'Vishal Dadlani', 'Vikas Sivaraman', 'Nitin Rokade']",2.9,2766.0,Two rival con-men attempt to outdo each other to woo a wealthy woman.::rAjOo (gunwanti@hotmail.com),1.4895142857142856,10 years
Pinjar ,https://www.imdb.com/title/tt0347779,347779,24 Oct 2003 (India),['Drama'],"['Urmila Matondkar', 'Manoj Bajpayee', 'Sanjay Suri']","['Chandra Prakash Dwivedi', 'Farahjaan Sheikh', 'Uttam Singh', 'Santhosh Thundiyil', 'Ballu Saluja']",8.0,2698.0,"In the days leading up to Partition, a Hindu woman is abducted by a Muslim man. Soon, she finds herself not only forced into marriage, but living in a new country as the borders between India and Pakistan are drawn.::L. Hamre",4.038542857142857,18 years
Freaky Ali,https://www.imdb.com/title/tt5943306,5943306,09 Sep 2016 (India),"['Comedy', 'Sport']","['Nawazuddin Siddiqui', 'Arbaaz Khan', 'Amy Jackson']","['Sohail Khan', 'Sajid Ali', 'Mahesh Limaye', 'Prashant Singh Rathore', 'Mukesh Chhabra']",4.9,2715.0,A debt collector becomes a golfing sensation.,2.4887857142857146,5 years
Sooryavansham,https://www.imdb.com/title/tt0214178,214178,21 May 1999 (India),"['Action', 'Drama']","['Amitabh Bachchan', 'Soundarya', 'Rachana Banerjee']","['E.V.V. Satyanarayana', 'Aadi Sheshagiri Rao Ghattamaneni', 'Vikraman', 'Koti', 'Gopal Reddy S.', 'Gautham Raju']",6.3,2981.0,"Heera fails to live up to expectations of his father Thakur Bhanupratap Singh, a powerful and respected man of his community. Despite all odds Heera struggles to keep his father's pride.::depu",3.1925857142857144,22 years
Shool,https://www.imdb.com/title/tt0220757,220757,05 Nov 1999 (India),"['Action', 'Crime', 'Drama', 'Thriller']","['Manoj Bajpayee', 'Raveena Tandon', 'Sayaji Shinde']","['Eeshwar Nivas', 'A.V.S. Raju', 'Anurag Kashyap', 'Sandeep Chowta', 'Hari Nair', 'Bhanodaya']",7.7,3161.0,"A tale of an honest cop set against the backdrop of the brutal, lawless system prevailing in the Indian state of Bihar, and the endless suffering he tolerates before all hell breaks loose.",3.8951571428571428,22 years
Lajja (2001),https://www.imdb.com/title/tt0293342,293342,31 Aug 2001 (India),"['Action', 'Crime', 'Drama']","['Manisha Koirala', 'Jackie Shroff', 'Madhuri Dixit']","['Rajkumar Santoshi', 'Ranjit Kapoor', 'Ilaiyaraaja', 'Madhu Ambat', 'V.N. Mayekar']",6.7,2587.0,The lives of four women from different places are the victims of male chauvinism and marital abuse. They decide to fight for their rights and dignity against the social norms and injustice.::King,3.3869571428571428,20 years
Inkaar (2013),https://www.imdb.com/title/tt2094854,2094854,18 Jan 2013 (India),"['Drama', 'Romance', 'Thriller']","['Arjun Rampal', 'Chitrangda Singh', 'Vipin Sharma']","['Sudhir Mishra', 'Jay Dev Banerjee', 'Shantanu Moitra', 'Sachin Krishn', 'Archit D Rastogi', 'Nalini Rathnam']",6.0,2531.0,"At a leading ad agency, the battle for the top job between Rahul Verma, the advertising CEO, and Maya Luthra, his ambitious protégée, takes an ugly turn when Maya files a sexual harassment complaint against Rahul.",3.0361571428571428,8 years
Sunday (2008),https://www.imdb.com/title/tt1039989,1039989,25 Jan 2008 (UK),"['Action', 'Comedy', 'Mystery', 'Thriller']","['Ajay Devgn', 'Ayesha Takia', 'Arshad Warsi']","['Rohit Shetty', 'Govind Agarwal', 'Robin Bhatt', 'Sandeep Chowta', 'Aseem Bajaj', 'Steven H. Bernard', 'Ashish R. Mohan']",5.4,2679.0,"An amnesiac woman fears a missing day in her life may connect her to a crime, and tries to retrace her steps between Saturday evening and Monday morning.::L. Hamre",2.7382714285714287,13 years
Begum Jaan,https://www.imdb.com/title/tt5785116,5785116,14 Apr 2017 (Canada),"['Action', 'Drama', 'History']","['Amitabh Bachchan', 'Flora Saini', 'Pallavi Sharda']","['Srijit Mukherji', 'Mukesh Bhatt', 'Anu Malik', 'Monisha R Baldawa', 'Mukesh Chhabra']",5.5,2701.0,The story of eleven prostitutes who refuse to part ways with their brothel and each other during the partition between India and Pakistan.::Anonymous,2.7885857142857144,4 years
Mastizaade,https://www.imdb.com/title/tt3726012,3726012,29 Jan 2016 (Canada),['Comedy'],"['Tusshar Kapoor', 'Vir Das', 'Sunny Leone']","['Milap Zaveri', 'Anoop Ram Kumar', 'Mushtaq Sheikh', 'Raj Anand Anand', 'Sanjay F. Gupta', 'Nitin Rokade']",2.4,2697.0,Sunny Kele and Aditya Chothia are two spoiled bachelors who are sex addicts. Their life takes an unexpected turn after they meet twin sisters Lily and Laila who treat sex addicts at their clinic.,1.2385285714285714,5 years
Silsila (1981),https://www.imdb.com/title/tt0083081,83081,14 Aug 1981 (India),"['Drama', 'Family', 'Romance']","['Amitabh Bachchan', 'Shashi Kapoor', 'Jaya Bachchan']","['Yash Chopra', 'Mrs. Preeti Bedi', 'Hariprasad Chaurasia', 'Kay Gee', 'Keshav Naidu']",7.3,2666.0,"SILSILA is a love story, thwarted by society's demands, which reappears as adultery but can it survive in the face of society?::Official Source",3.688085714285714,40 years
Jaanwar (1999),https://www.imdb.com/title/tt0230347,230347,24 Dec 1999 (India),"['Action', 'Crime', 'Drama']","['Akshay Kumar', 'Karisma Kapoor', 'Shilpa Shetty Kundra']","['Suneel Darshan', 'Robin Bhatt', 'Anand Chitragupth', 'Sameer Reddy', 'Sanjay Sankla']",6.0,2673.0,"A ruthless criminal mends his criminal ways after he meets an abandoned child and takes utmost care of him. However, the shadows of the past continues to haunt him.::Eros",3.0381857142857145,22 years
U Me Aur Hum,https://www.imdb.com/title/tt1039995,1039995,10 Apr 2008 (Kuwait),"['Drama', 'Romance']","['Ajay Devgn', 'Kajol', 'Sumeet Raghvan']","['Ajay Devgn', 'Ashwani Chopra', 'Robin Bhatt', 'Vishal Bhardwaj', 'Aseem Bajaj', 'Dharmendra Sharma']",5.9,2478.0,"Ajay's life turns upside down when he learns that his wife Piya has Alzheimer and he has no option, but to leave his wife in a mental hospital.::Eros",2.9854000000000003,13 years
Sonchiriya,https://www.imdb.com/title/tt8108200,8108200,01 Mar 2019 (Canada),"['Action', 'Crime', 'Drama']","['Sushant Singh Rajput', 'Bhumi Pednekar', 'Ashutosh Rana']","['Abhishek Chaubey', 'Prasanthkumar Chandran', 'Sudip Sharma', 'Vishal Bhardwaj', 'Anuj Rakesh Dhawan', 'Meghna Manchanda Sen', 'Honey Trehan']",8.1,10993.0,"Set in the Chambal valley, the film follows the story of a legion of dreaded, warring dacoits who once terrorized the Indian heartlands.",4.207042857142857,2 years
Muqaddar Ka Sikandar,https://www.imdb.com/title/tt0079590,79590,27 Oct 1978 (India),"['Drama', 'Romance']","['Amitabh Bachchan', 'Vinod Khanna', 'Rakhee Gulzar']","['Prakash Mehra', 'Vijay Kaul', 'Anandji Veerji Shah']",7.5,2706.0,"When a homeless and orphaned young man finds work in the house of a wealthy man, he falls in love with the daughter of that wealthy man. But things start to change a lot thereafter.::Samrudh David",3.7886571428571427,43 years
Traffic (2016),https://www.imdb.com/title/tt2939912,2939912,06 May 2016 (India),"['Adventure', 'Drama', 'Thriller']","['Manoj Bajpayee', 'Jimmy Sheirgill', 'Divya Dutta']","['Rajesh Pillai', 'Prasanna R. Coondapur', 'Sanjay', 'Vinayak Netke', 'Anil Lal', 'Mahesh Narayanan', 'Harry Parmar']",6.8,2594.0,An emotional thriller based on a road trip from Mumbai to Pune. Inspired from the real events that happened in Chennai::Anonymous,3.437057142857143,5 years
Dulha Mil Gaya,https://www.imdb.com/title/tt1182884,1182884,08 Jan 2010 (Ireland),"['Comedy', 'Drama', 'Romance']","['Sushmita Sen', 'Fardeen Khan', 'Ishita Sharma']","['Mudassar Aziz', 'Anthony Maharaj', 'Lalit Pandit', 'Sunil Patel', 'Sanjay Ingle']",4.2,2528.0,A man marries so he can inherit his father's wealth.::rAjOo (gunwanti@hotmail.com),2.1361142857142856,11 years
Jai Gangaajal,https://www.imdb.com/title/tt4979082,4979082,03 Mar 2016 (Kuwait),"['Crime', 'Drama']","['Priyanka Chopra Jonas', 'Prakash Jha', 'Manav Kaul']","['Prakash Jha', 'Zaid Ali', 'Salim Merchant', 'Sachin Krishn', 'Santosh Mandal', 'Shruti Mahajan']",5.6,2497.0,A newly appointed Senior Inspector finds herself against very powerful goons and having people from her own department against her.::Mo,2.835671428571428,5 years
Trimurti (1995),https://www.imdb.com/title/tt0114726,114726,22 Dec 1995 (India),"['Action', 'Drama']","['Jackie Shroff', 'Anil Kapoor', 'Shah Rukh Khan']","['Mukul Anand', 'Subhash Ghai', 'Karan Razdan', 'Laxmikant Shantaram Kudalkar', 'Ashok Mehta']",4.8,2565.0,"After being framed, a policewoman languishing in prison hopes that her three sons will deliver justice and restore her honor.",2.436642857142857,26 years
Thackeray ,https://www.imdb.com/title/tt7777196,7777196,26 Jun 2020 (Netherlands),"['Biography', 'Drama']","['Nawazuddin Siddiqui', 'Amrita Rao', 'Radha Sagar']","['Abhijit Panse', 'Vishakha Joshi', 'Amar Mohile', 'Ashish Mhatre', 'Rohan Mapuskar']",5.2,3123.0,"From controversial cartoonist to powerful Mumbai politician, this biopic maps the meteoric rise of far-right Shiv Sena party founder, Bal Thackeray.",2.644614285714286,1 years
Virasat (1997),https://www.imdb.com/title/tt0120456,120456,30 May 1997 (India),"['Drama', 'Family', 'Musical', 'Romance']","['Anil Kapoor', 'Tabu', 'Pooja Batra']","['Priyadarshan', 'Mushir Alam', 'Kamal Haasan', 'Anu Malik', 'Ravi K. Chandran', 'N. Gopalakrishnan']",7.5,2597.0,"After completing his studies in London, England, Shakti Thakur returns home to India in a small town where his family resides. Accompanying him is his leggy girlfriend, Anita, who he is in love with and wants to marry, much to the disapproval of his family. After a few days, Shakti starts to feel that nothing much has changed in this part of India and longs to return, as he is unable to bear the animosity between the townspeople, in general, and in particular between his Zamindar dad, Raja Thakur, and rival Zamindar Birju, none other than Raja's crippled brother. When Anita leaves the town to meet her parents elsewhere in India, Shakti too wants to follow her, but his plans change suddenly when his father passes away, and the region is ravaged by unprecedented natural calamities. Following the funeral he decides to stay on to look after the family estate and business temporarily, and that is when he meets local town belle, Gehna, who has given her heart to him years ago, hopes to marry him, with approval from his very own family. Anita returns to find that nothing is the same anymore, and that her role may be reduced to that of a mistress, she must now make a choice to either return back home, or fight and win back Shakti's love.::rAjOo (gunwanti@hotmail.com)",3.7871,24 years
Ragini MMS,https://www.imdb.com/title/tt1890513,1890513,13 May 2011 (India),"['Drama', 'Horror', 'Mystery', 'Thriller']","['Kainaz Motivala', 'Rajkummar Rao', 'Rajat Kaul']","['Pawan Kripalani', 'Priya Aven', 'Vaspar Dandiwala', 'Faizan Hussain', 'Tribhuvan Babu Sadineni', 'Pooja Ladha Surti', 'Atul Mongia']",4.9,2561.0,"Out to relax and have fun at a farmhouse, a couple experience horror at the hands of an unknown entity.::rAjOo (gunwanti@hotmail.com)",2.4865857142857144,10 years
Lucknow Central,https://www.imdb.com/title/tt5697870,5697870,14 Sep 2017 (Kuwait),"['Action', 'Crime', 'Drama', 'Music', 'Thriller']","['Farhan Akhtar', 'Diana Penty', 'Inaamulhaq']","['Ranjit Tewari', 'Monisha Advani', 'Aseem Arrora', 'Tanishk Bagchi', 'Tushar Kanti Ray', 'Charu Shree Roy', 'Amit R Kumar']",6.2,2780.0,"When an innocent man aspiring to be a musician is framed for committing a murder, he decides to form a music band with his co-prisoners for a competition, but his real intention seems to be different.",3.1397142857142857,4 years
Shree 420,https://www.imdb.com/title/tt0048613,48613,06 Sep 1955 (India),"['Comedy', 'Crime', 'Drama', 'Musical', 'Romance']","['Nargis', 'Raj Kapoor', 'Nadira']","['Raj Kapoor', 'Khwaja Ahmad Abbas', 'Jaikishan Dayabhai Panchal', 'Radhu Karmakar', 'G.G. Mayekar']",8.0,2684.0,"When a young man from a small town decides to make it big in a city, he faces several challenges.::Samrudh David",4.038342857142857,66 years
Dosti: Friends Forever,https://www.imdb.com/title/tt0449228,449228,23 Dec 2005 (Australia),"['Drama', 'Romance']","['Akshay Kumar', 'Bobby Deol', 'Kareena Kapoor']","['Suneel Darshan', 'Salim Merchant', 'W.B. Rao', 'Sanjay Sankla']",5.5,2503.0,"Karan Thapar, a wealthy young man, is saved by Raj Malhotra, a poor guy, from a near-death accident, which gives rise to their unending tale of friendship and brotherhood.",2.785757142857143,16 years
Chandni Bar,https://www.imdb.com/title/tt0267363,267363,28 Sep 2001 (India),"['Crime', 'Drama']","['Tabu', 'Atul Kulkarni', 'Rajpal Yadav']","['Madhur Bhandarkar', 'Lata Mohan', 'Mohan Azaad', 'Raju Singh', 'Rajeev Ravi', 'Hemal Kothari']",7.6,2539.0,"A displaced woman is forced to become a beer-bar dancer, and sire children of a gangster.::rAjOo (gunwanti@hotmail.com)",3.8362714285714286,20 years
LOC Kargil,https://www.imdb.com/title/tt0347416,347416,12 Dec 2003 (India),"['Drama', 'History', 'War']","['Sanjay Dutt', 'Ajay Devgn', 'Saif Ali Khan']","['J.P. Dutta', 'Rajesh Bhatt', 'Anu Malik', 'Karim Khatri']",5.3,2851.0,Based on the real story during Kargil war fought between India and Pakistan in 1999.::Navneesh Vashist,2.690728571428571,18 years
Border (1997),https://www.imdb.com/title/tt0118751,118751,13 Jun 1997 (India),"['Action', 'Drama', 'History', 'Thriller', 'War']","['Sunny Deol', 'Sunil Shetty', 'Akshaye Khanna']","['J.P. Dutta', 'Anu Malik', 'Ishwar Bidri', 'Vilas Ranade']",7.9,15005.0,"In 1971, along the border region of Longewala, a small battalion of Indian soldiers goes up against a large Pakistani strike force.::Q. Leo Rahman",4.164357142857143,24 years
Shaan ,https://www.imdb.com/title/tt0081491,81491,12 Dec 1980 (India),"['Action', 'Adventure', 'Crime', 'Drama', 'Thriller']","['Sunil Dutt', 'Shashi Kapoor', 'Amitabh Bachchan']","['Ramesh Sippy', 'G.P. Sippy', 'Javed Akhtar', 'Rahul Dev Burman', 'S.M. Anwar', 'M.S. Shinde']",7.1,2672.0,Two brothers go after the international mafia kingpin who murdered their cop brother. They are later joined by another man who wants revenge against the gangster.::Soumitra,3.5881714285714286,41 years
Deewangee,https://www.imdb.com/title/tt0337971,337971,25 Oct 2002 (Ireland),"['Crime', 'Drama', 'Mystery', 'Thriller']","['Ajay Devgn', 'Akshaye Khanna', 'Urmila Matondkar']","['Anees Bazmee', 'Shabuddin Choudhary', 'Ismail Darbar', 'Pushan Kripalani']",6.6,2692.0,A lawyer tried to defend a person accused of murder who is diagnosed with Split personality disorder.::SMG,3.3384571428571426,19 years
Soldier (1998),https://www.imdb.com/title/tt0120157,120157,23 Oct 1998 (USA),"['Action', 'Drama', 'Sci-Fi']","['Kurt Russell', 'Jason Scott Lee', 'Jason Isaacs']","['Paul W.S. Anderson', 'Jeremy Bolt', 'David Webb Peoples', 'Joel McNeely', 'David Tattersall', 'Martin Hunter', 'Mindy Marin']",6.0,54820.0,"A soldier trained from birth is deemed obsolete and dumped on a waste planet where he is reluctantly taken in by a community of defenseless, stranded wayfarers.::Anonymous",3.783142857142857,23 years
Drona (2008),https://www.imdb.com/title/tt13016962,13016962,06 Dec 2008,['Sport'],"['Omar Bolden', 'Brandon Magee', 'Brandon Tatum']",[],,,,,13 years
Running Shaadi,https://www.imdb.com/title/tt6296236,6296236,16 Feb 2017 (Kuwait),"['Comedy', 'Romance']","['Arsh Bajwa', 'Taapsee Pannu', 'Richa Meena']","['Amit Roy', 'Shivaji Dasgupta', 'Navjot Gulati', 'Abhishek', 'Anas Ali Khan', 'Nipun Gupta', 'Tanushree Sharma']",6.6,2679.0,"Two friends, Ram Bharose and tech genius Cyberjeet, create a website that helps lovers to elope. The site is an instant hit; young couples line up for the opportunity to escape strict families and run away with the ones they love.::Kiran Mascarenhas",3.3382714285714283,4 years
Taarzan: The Wonder Car,https://www.imdb.com/title/tt0435437,435437,06 Aug 2004 (India),"['Action', 'Fantasy', 'Thriller']","['Vatsal Sheth', 'Ayesha Takia', 'Ajay Devgn']","['Abbas Alibhai Burmawalla', 'Gordhan Tanwani', 'Lalit Mahajan', 'Himesh Reshammiya', 'Ravi Yadav', 'Hussain A. Burmawala']",4.5,2900.0,"Raj rebuilds his dead father's car and names it Tarzan, but the car comes to life in a miraculous way. Slowly, the car starts killing the killers of Raj's father.::anonymous",2.2914285714285714,17 years
Namaste England,https://www.imdb.com/title/tt7607940,7607940,18 Oct 2018 (India),"['Comedy', 'Drama', 'Romance']","['Anil Charanjeett', 'Arjun Kapoor', 'Parineeti Chopra']","['Vipul Amrutlal Shah', 'Sameer Chopra', 'Suresh Nair', 'Badshah', 'Yiannis Manolopoulos', 'Amitabh Shukla', 'Magda Sobolewska']",2.2,2731.0,"An Indian couple go to great lengths to move to London, England.",1.1390142857142858,3 years
One Two Three,https://www.imdb.com/title/tt1176960,1176960,28 Mar 2008 (UK),"['Comedy', 'Crime']","['Tusshar Kapoor', 'Sunil Shetty', 'Paresh Rawal']","['Ashwani Dhir', 'Govind Agarwal', 'Raghav Sachar', 'Nirmal Jani', 'Manoj Mishra']",5.3,2583.0,"Three strangers with the same name, Laxminarayan, travel to Pondi with their tasks. Chaos ensues when they are mistaken for each other as they stay in the same hotel.::Eros",2.6869,13 years
